"geo_value","time_value","value","cumsum"
"TX",2021-04-07,4526,2854578
"UT",2021-04-07,612,388426
"VA",2021-04-07,1550,629155
"VT",2021-04-07,69,20442
"WA",2021-04-07,1518,372170
"WI",2021-04-07,938,641642
"WV",2021-04-07,364,144374
"WY",2021-04-07,81,56700
"AK",2021-04-08,223,63300
"AL",2021-04-08,464,517916
"AR",2021-04-08,199,331704
"AZ",2021-04-08,670,846900
"CA",2021-04-08,2785,3749184
"CO",2021-04-08,1665,491062
"CT",2021-04-08,1012,319779
"DE",2021-04-08,362,97404
"FL",2021-04-08,7939,2104686
"GA",2021-04-08,1490,1069689
"HI",2021-04-08,122,31687
"IA",2021-04-08,625,355454
"ID",2021-04-08,310,182841
"IL",2021-04-08,3739,1269196
"IN",2021-04-08,1384,694836
"KS",2021-04-08,24,304943
"KY",2021-04-08,627,431487
"LA",2021-04-08,449,448104
"MA",2021-04-08,2393,652965
"MD",2021-04-08,1297,421823
"ME",2021-04-08,319,52996
"MI",2021-04-08,8504,777616
"MN",2021-04-08,2524,535182
"MO",2021-04-08,792,586698
"MS",2021-04-08,240,306851
"MT",2021-04-08,224,105750
"NC",2021-04-08,2087,926897
"ND",2021-04-08,121,104280
"NE",2021-04-08,403,213188
"NH",2021-04-08,506,87441
"NJ",2021-04-08,4332,942311
"NM",2021-04-08,258,193247
"NV",2021-04-08,386,306315
"NY",2021-04-08,8727,1933807
"OH",2021-04-08,2742,1033606
"OK",2021-04-08,483,442389
"OR",2021-04-08,667,168795
"PA",2021-04-08,4558,1069605
"RI",2021-04-08,509,140534
"SC",2021-04-08,966,559597
"SD",2021-04-08,220,117106
"TN",2021-04-08,1144,814965
"TX",2021-04-08,4698,2859276
"UT",2021-04-08,483,388909
"VA",2021-04-08,1928,631083
"VT",2021-04-08,227,20669
"WA",2021-04-08,1042,373212
"WI",2021-04-08,1115,642757
"WV",2021-04-08,446,144820
"WY",2021-04-08,102,56802
"AK",2021-04-09,251,63551
"AL",2021-04-09,318,518234
"AR",2021-04-09,178,331882
"AZ",2021-04-09,1302,848202
"CA",2021-04-09,5153,3754337
"CO",2021-04-09,1602,492664
"CT",2021-04-09,1807,321586
"DE",2021-04-09,380,97784
"FL",2021-04-09,7121,2111807
"GA",2021-04-09,1441,1071130
"HI",2021-04-09,175,31862
"IA",2021-04-09,619,356073
"ID",2021-04-09,312,183153
"IL",2021-04-09,4004,1273200
"IN",2021-04-09,1339,696175
"KS",2021-04-09,428,305371
"KY",2021-04-09,733,432220
"LA",2021-04-09,734,448838
"MA",2021-04-09,2312,655277
"MD",2021-04-09,1840,423663
"ME",2021-04-09,438,53434
"MI",2021-04-09,8816,786432
"MN",2021-04-09,2646,537828
"MO",2021-04-09,778,587476
"MS",2021-04-09,243,307094
"MT",2021-04-09,224,105974
"NC",2021-04-09,2509,929406
"ND",2021-04-09,211,104491
"NE",2021-04-09,386,213574
"NH",2021-04-09,537,87978
"NJ",2021-04-09,4193,946504
"NM",2021-04-09,121,193368
"NV",2021-04-09,637,306952
"NY",2021-04-09,8662,1942469
"OH",2021-04-09,1946,1035552
"OK",2021-04-09,416,442805
"OR",2021-04-09,543,169338
"PA",2021-04-09,5269,1074874
"RI",2021-04-09,563,141097
"SC",2021-04-09,1165,560762
"SD",2021-04-09,269,117375
"TN",2021-04-09,1339,816304
"TX",2021-04-09,3396,2862672
"UT",2021-04-09,444,389353
"VA",2021-04-09,1542,632625
"VT",2021-04-09,146,20815
"WA",2021-04-09,1582,374794
"WI",2021-04-09,1194,643951
"WV",2021-04-09,479,145299
"WY",2021-04-09,71,56873
"AK",2021-04-10,0,63551
"AL",2021-04-10,354,518588
"AR",2021-04-10,171,332053
"AZ",2021-04-10,819,849021
"CA",2021-04-10,5305,3759642
"CO",2021-04-10,1265,493929
"CT",2021-04-10,0,321586
"DE",2021-04-10,419,98203
"FL",2021-04-10,6906,2118713
"GA",2021-04-10,1570,1072700
"HI",2021-04-10,113,31975
"IA",2021-04-10,750,356823
"ID",2021-04-10,0,183153
"IL",2021-04-10,3630,1276830
"IN",2021-04-10,1358,697533
"KS",2021-04-10,20,305391
"KY",2021-04-10,500,432720
"LA",2021-04-10,0,448838
"MA",2021-04-10,2300,657577
"MD",2021-04-10,1584,425247
"ME",2021-04-10,311,53745
"MI",2021-04-10,7520,793952
"MN",2021-04-10,2449,540277
"MO",2021-04-10,670,588146
"MS",2021-04-10,238,307332
"MT",2021-04-10,168,106142
"NC",2021-04-10,0,929406
"ND",2021-04-10,47,104538
"NE",2021-04-10,436,214010
"NH",2021-04-10,468,88446
"NJ",2021-04-10,3599,950103
"NM",2021-04-10,0,193368
"NV",2021-04-10,752,307704
"NY",2021-04-10,7495,1949964
"OH",2021-04-10,2048,1037600
"OK",2021-04-10,0,442805
"OR",2021-04-10,747,170085
"PA",2021-04-10,4789,1079663
"RI",2021-04-10,0,141097
"SC",2021-04-10,1011,561773
"SD",2021-04-10,236,117611
"TN",2021-04-10,873,817177
"TX",2021-04-10,3197,2865869
"UT",2021-04-10,407,389760
"VA",2021-04-10,1700,634325
"VT",2021-04-10,150,20965
"WA",2021-04-10,1436,376230
"WI",2021-04-10,950,644901
"WV",2021-04-10,455,145754
"WY",2021-04-10,0,56873
"AK",2021-04-11,0,63551
"AL",2021-04-11,311,518899
"AR",2021-04-11,100,332153
"AZ",2021-04-11,540,849561
"CA",2021-04-11,3067,3762709
"CO",2021-04-11,1104,495033
"CT",2021-04-11,0,321586
"DE",2021-04-11,367,98570
"FL",2021-04-11,5520,2124233
"GA",2021-04-11,1092,1073792
"HI",2021-04-11,92,32067
"IA",2021-04-11,196,357019
"ID",2021-04-11,0,183153
"IL",2021-04-11,2942,1279772
"IN",2021-04-11,1159,698692
"KS",2021-04-11,0,305391
"KY",2021-04-11,365,433085
"LA",2021-04-11,0,448838
"MA",2021-04-11,1991,659568
"MD",2021-04-11,1483,426730
"ME",2021-04-11,215,53960
"MI",2021-04-11,0,793952
"MN",2021-04-11,1776,542053
"MO",2021-04-11,480,588626
"MS",2021-04-11,117,307449
"MT",2021-04-11,41,106183
"NC",2021-04-11,0,929406
"ND",2021-04-11,63,104601
"NE",2021-04-11,197,214207
"NH",2021-04-11,408,88854
"NJ",2021-04-11,3387,953490
"NM",2021-04-11,0,193368
"NV",2021-04-11,320,308024
"NY",2021-04-11,6630,1956594
"OH",2021-04-11,1855,1039455
"OK",2021-04-11,0,442805
"OR",2021-04-11,483,170568
"PA",2021-04-11,3674,1083337
"RI",2021-04-11,0,141097
"SC",2021-04-11,918,562691
"SD",2021-04-11,0,117611
"TN",2021-04-11,652,817829
"TX",2021-04-11,1778,2867647
"UT",2021-04-11,344,390104
"VA",2021-04-11,1227,635552
"VT",2021-04-11,237,21202
"WA",2021-04-11,0,376230
"WI",2021-04-11,613,645514
"WV",2021-04-11,415,146169
"WY",2021-04-11,0,56873
"AK",2021-04-12,386,63937
"AL",2021-04-12,172,519071
"AR",2021-04-12,69,332222
"AZ",2021-04-12,675,850236
"CA",2021-04-12,1801,3764510
"CO",2021-04-12,1961,496994
"CT",2021-04-12,2985,324571
"DE",2021-04-12,355,98925
"FL",2021-04-12,1613,2125846
"GA",2021-04-12,939,1074731
"HI",2021-04-12,70,32137
"IA",2021-04-12,178,357197
"ID",2021-04-12,538,183691
"IL",2021-04-12,2433,1282205
"IN",2021-04-12,1131,699823
"KS",2021-04-12,459,305850
"KY",2021-04-12,267,433352
"LA",2021-04-12,989,449827
"MA",2021-04-12,1532,661100
"MD",2021-04-12,985,427715
"ME",2021-04-12,296,54256
"MI",2021-04-12,10517,804469
"MN",2021-04-12,1993,544046
"MO",2021-04-12,336,588962
"MS",2021-04-12,70,307519
"MT",2021-04-12,70,106253
"NC",2021-04-12,5655,935061
"ND",2021-04-12,229,104830
"NE",2021-04-12,144,214351
"NH",2021-04-12,375,89229
"NJ",2021-04-12,2468,955958
"NM",2021-04-12,619,193987
"NV",2021-04-12,319,308343
"NY",2021-04-12,5631,1962225
"OH",2021-04-12,1934,1041389
"OK",2021-04-12,968,443773
"OR",2021-04-12,282,170850
"PA",2021-04-12,2535,1085872
"RI",2021-04-12,0,141097
"SC",2021-04-12,736,563427
"SD",2021-04-12,187,117798
"TN",2021-04-12,1234,819063
"TX",2021-04-12,1663,2869310
"UT",2021-04-12,185,390289
"VA",2021-04-12,1310,636862
"VT",2021-04-12,89,21291
"WA",2021-04-12,1722,377952
"WI",2021-04-12,450,645964
"WV",2021-04-12,293,146462
"WY",2021-04-12,115,56988
"AK",2021-04-13,156,64093
"AL",2021-04-13,1432,520503
"AR",2021-04-13,224,332446
"AZ",2021-04-13,610,850846
"CA",2021-04-13,2676,3767186
"CO",2021-04-13,1755,498749
"CT",2021-04-13,1118,325689
"DE",2021-04-13,210,99135
"FL",2021-04-13,9068,2134914
"GA",2021-04-13,1913,1076644
"HI",2021-04-13,63,32200
"IA",2021-04-13,542,357739
"ID",2021-04-13,219,183910
"IL",2021-04-13,3193,1285398
"IN",2021-04-13,952,700775
"KS",2021-04-13,21,305871
"KY",2021-04-13,796,434148
"LA",2021-04-13,452,450279
"MA",2021-04-13,1598,662698
"MD",2021-04-13,1084,428799
"ME",2021-04-13,571,54827
"MI",2021-04-13,10263,814732
"MN",2021-04-13,1358,545404
"MO",2021-04-13,664,589626
"MS",2021-04-13,317,307836
"MT",2021-04-13,173,106426
"NC",2021-04-13,1364,936425
"ND",2021-04-13,174,105004
"NE",2021-04-13,331,214682
"NH",2021-04-13,376,89605
"NJ",2021-04-13,3963,959921
"NM",2021-04-13,177,194164
"NV",2021-04-13,412,308755
"NY",2021-04-13,5023,1967248
"OH",2021-04-13,2340,1043729
"OK",2021-04-13,109,443882
"OR",2021-04-13,548,171398
"PA",2021-04-13,7157,1093029
"RI",2021-04-13,1677,142774
"SC",2021-04-13,701,564128
"SD",2021-04-13,261,118059
"TN",2021-04-13,1128,820191
"TX",2021-04-13,7279,2876589
"UT",2021-04-13,358,390647
"VA",2021-04-13,2048,638910
"VT",2021-04-13,97,21388
"WA",2021-04-13,1104,379056
"WI",2021-04-13,1127,647091
"WV",2021-04-13,328,146790
"WY",2021-04-13,82,57070
"AK",2021-04-14,199,64292
"AL",2021-04-14,277,520780
"AR",2021-04-14,220,332666
"AZ",2021-04-14,419,851265
"CA",2021-04-14,2333,3769519
"CO",2021-04-14,1707,500456
"CT",2021-04-14,1609,327298
"DE",2021-04-14,380,99515
"FL",2021-04-14,6772,2141686
"GA",2021-04-14,1735,1078379
"HI",2021-04-14,71,32271
"IA",2021-04-14,656,358395
"ID",2021-04-14,437,184347
"IL",2021-04-14,3536,1288934
"IN",2021-04-14,1196,701971
"KS",2021-04-14,610,306481
"KY",2021-04-14,774,434922
"LA",2021-04-14,394,450673
"MA",2021-04-14,2244,664942
"MD",2021-04-14,1552,430351
"ME",2021-04-14,547,55374
"MI",2021-04-14,9343,824075
"MN",2021-04-14,1697,547101
"MO",2021-04-14,826,590452
"MS",2021-04-14,275,308111
"MT",2021-04-14,205,106631
"NC",2021-04-14,2359,938784
"ND",2021-04-14,167,105171
"NE",2021-04-14,392,215074
"NH",2021-04-14,378,89983
"NJ",2021-04-14,3563,963484
"NM",2021-04-14,214,194378
"NV",2021-04-14,395,309150
"NY",2021-04-14,6060,1973308
"OH",2021-04-14,2216,1045945
"OK",2021-04-14,346,444228
"OR",2021-04-14,808,172206
"PA",2021-04-14,5975,1099004
"RI",2021-04-14,477,143251
"SC",2021-04-14,803,564931
"SD",2021-04-14,224,118283
"TN",2021-04-14,1794,821985
"TX",2021-04-14,3415,2880004
"UT",2021-04-14,530,391177
"VA",2021-04-14,1301,640211
"VT",2021-04-14,100,21488
"WA",2021-04-14,1283,380339
"WI",2021-04-14,1003,648094
"WV",2021-04-14,413,147203
"WY",2021-04-14,57,57127
"AK",2021-04-15,191,64483
"AL",2021-04-15,421,521201
"AR",2021-04-15,283,332949
"AZ",2021-04-15,460,851725
"CA",2021-04-15,2691,3772210
"CO",2021-04-15,1737,502193
"CT",2021-04-15,702,328000
"DE",2021-04-15,400,99915
"FL",2021-04-15,6762,2148448
"GA",2021-04-15,1600,1079979
"HI",2021-04-15,95,32366
"IA",2021-04-15,478,358873
"ID",2021-04-15,210,184557
"IL",2021-04-15,3581,1292515
"IN",2021-04-15,1374,703345
"KS",2021-04-15,17,306498
"KY",2021-04-15,821,435743
"LA",2021-04-15,803,451476
"MA",2021-04-15,2123,667065
"MD",2021-04-15,1444,431795
"ME",2021-04-15,580,55954
"MI",2021-04-15,7163,831238
"MN",2021-04-15,2729,549830
"MO",2021-04-15,755,591207
"MS",2021-04-15,410,308521
"MT",2021-04-15,192,106823
"NC",2021-04-15,2434,941218
"ND",2021-04-15,178,105349
"NE",2021-04-15,309,215383
"NH",2021-04-15,542,90525
"NJ",2021-04-15,3958,967442
"NM",2021-04-15,227,194605
"NV",2021-04-15,549,309699
"NY",2021-04-15,7029,1980337
"OH",2021-04-15,2164,1048109
"OK",2021-04-15,362,444590
"OR",2021-04-15,725,172931
"PA",2021-04-15,5019,1104023
"RI",2021-04-15,489,143740
"SC",2021-04-15,1087,566018
"SD",2021-04-15,234,118517
"TN",2021-04-15,1378,823363
"TX",2021-04-15,3270,2883274
"UT",2021-04-15,456,391633
"VA",2021-04-15,1415,641626
"VT",2021-04-15,176,21664
"WA",2021-04-15,1386,381725
"WI",2021-04-15,1084,649178
"WV",2021-04-15,393,147596
"WY",2021-04-15,76,57203
"AK",2021-04-16,191,64674
"AL",2021-04-16,422,521623
"AR",2021-04-16,237,333186
"AZ",2021-04-16,845,852570
"CA",2021-04-16,3087,3775297
"CO",2021-04-16,1558,503751
"CT",2021-04-16,1062,329062
"DE",2021-04-16,407,100322
"FL",2021-04-16,7296,2155744
"GA",2021-04-16,1650,1081629
"HI",2021-04-16,182,32548
"IA",2021-04-16,387,359260
"ID",2021-04-16,212,184769
"IL",2021-04-16,3866,1296381
"IN",2021-04-16,1287,704632
"KS",2021-04-16,494,306992
"KY",2021-04-16,702,436445
"LA",2021-04-16,479,451955
"MA",2021-04-16,2216,669281
"MD",2021-04-16,1564,433359
"ME",2021-04-16,571,56525
"MI",2021-04-16,9813,841051
"MN",2021-04-16,2287,552117
"MO",2021-04-16,847,592054
"MS",2021-04-16,216,308737
"MT",2021-04-16,118,106941
"NC",2021-04-16,2475,943693
"ND",2021-04-16,139,105488
"NE",2021-04-16,409,215792
"NH",2021-04-16,385,90910
"NJ",2021-04-16,4340,971782
"NM",2021-04-16,263,194868
"NV",2021-04-16,536,310235
"NY",2021-04-16,6344,1986681
"OH",2021-04-16,2003,1050112
"OK",2021-04-16,273,444863
"OR",2021-04-16,695,173626
"PA",2021-04-16,5684,1109707
"RI",2021-04-16,409,144149
"SC",2021-04-16,1259,567277
"SD",2021-04-16,242,118759
"TN",2021-04-16,4199,827562
"TX",2021-04-16,3479,2886753
"UT",2021-04-16,463,392096
"VA",2021-04-16,1594,643220
"VT",2021-04-16,139,21803
"WA",2021-04-16,2169,383894
"WI",2021-04-16,903,650081
"WV",2021-04-16,475,148071
"WY",2021-04-16,64,57267
"AK",2021-04-17,0,64674
"AL",2021-04-17,508,522131
"AR",2021-04-17,221,333407
"AZ",2021-04-17,480,853050
"CA",2021-04-17,2813,3778110
"CO",2021-04-17,1321,505072
"CT",2021-04-17,0,329062
"DE",2021-04-17,455,100777
"FL",2021-04-17,6323,2162067
"GA",2021-04-17,1671,1083300
"HI",2021-04-17,99,32647
"IA",2021-04-17,505,359765
"ID",2021-04-17,0,184769
"IL",2021-04-17,3194,1299575
"IN",2021-04-17,2479,707111
"KS",2021-04-17,33,307025
"KY",2021-04-17,592,437037
"LA",2021-04-17,0,451955
"MA",2021-04-17,1968,671249
"MD",2021-04-17,1500,434859
"ME",2021-04-17,414,56939
"MI",2021-04-17,6062,847113
"MN",2021-04-17,2419,554536
"MO",2021-04-17,-8492,583562
"MS",2021-04-17,292,309029
"MT",2021-04-17,148,107089
"NC",2021-04-17,0,943693
"ND",2021-04-17,56,105544
"NE",2021-04-17,505,216297
"NH",2021-04-17,369,91279
"NJ",2021-04-17,3922,975704
"NM",2021-04-17,0,194868
"NV",2021-04-17,0,310235
"NY",2021-04-17,6590,1993271
"OH",2021-04-17,1987,1052099
"OK",2021-04-17,0,444863
"OR",2021-04-17,875,174501
"PA",2021-04-17,5176,1114883
"RI",2021-04-17,0,144149
"SC",2021-04-17,981,568258
"SD",2021-04-17,199,118958
"TN",2021-04-17,704,828266
"TX",2021-04-17,2678,2889431
"UT",2021-04-17,413,392509
"VA",2021-04-17,1608,644828
"VT",2021-04-17,66,21869
"WA",2021-04-17,1655,385549
"WI",2021-04-17,868,650949
"WV",2021-04-17,446,148517
"WY",2021-04-17,0,57267
"AK",2021-04-18,0,64674
"AL",2021-04-18,270,522401
"AR",2021-04-18,45,333452
"AZ",2021-04-18,711,853761
"CA",2021-04-18,2107,3780217
"CO",2021-04-18,1255,506327
"CT",2021-04-18,0,329062
"DE",2021-04-18,381,101158
"FL",2021-04-18,6834,2168901
"GA",2021-04-18,972,1084272
"HI",2021-04-18,111,32758
"IA",2021-04-18,289,360054
"ID",2021-04-18,0,184769
"IL",2021-04-18,2666,1302241
"IN",2021-04-18,956,708067
"KS",2021-04-18,0,307025
"KY",2021-04-18,275,437312
"LA",2021-04-18,0,451955
"MA",2021-04-18,1407,672656
"MD",2021-04-18,1169,436028
"ME",2021-04-18,346,57285
"MI",2021-04-18,0,847113
"MN",2021-04-18,1845,556381
"MO",2021-04-18,379,583941
"MS",2021-04-18,157,309186
"MT",2021-04-18,56,107145
"NC",2021-04-18,0,943693
"ND",2021-04-18,49,105593
"NE",2021-04-18,176,216473
"NH",2021-04-18,307,91586
"NJ",2021-04-18,3149,978853
"NM",2021-04-18,0,194868
"NV",2021-04-18,0,310235
"NY",2021-04-18,5641,1998912
"OH",2021-04-18,1076,1053175
"OK",2021-04-18,0,444863
"OR",2021-04-18,620,175121
"PA",2021-04-18,2985,1117868
"RI",2021-04-18,0,144149
"SC",2021-04-18,1021,569279
"SD",2021-04-18,0,118958
"TN",2021-04-18,560,828826
"TX",2021-04-18,1907,2891338
"UT",2021-04-18,248,392757
"VA",2021-04-18,1305,646133
"VT",2021-04-18,147,22016
"WA",2021-04-18,0,385549
"WI",2021-04-18,596,651545
"WV",2021-04-18,370,148887
"WY",2021-04-18,0,57267
"AK",2021-04-19,449,65123
"AL",2021-04-19,111,522512
"AR",2021-04-19,59,333511
"AZ",2021-04-19,692,854453
"CA",2021-04-19,1748,3781965
"CO",2021-04-19,2107,508434
"CT",2021-04-19,2339,331401
"DE",2021-04-19,389,101547
"FL",2021-04-19,4237,2173138
"GA",2021-04-19,889,1085161
"HI",2021-04-19,65,32823
"IA",2021-04-19,291,360345
"ID",2021-04-19,458,185227
"IL",2021-04-19,1959,1304200
"IN",2021-04-19,712,708779
"KS",2021-04-19,372,307397
"KY",2021-04-19,231,437543
"LA",2021-04-19,1396,453351
"MA",2021-04-19,1317,673973
"MD",2021-04-19,631,436659
"ME",2021-04-19,260,57545
"MI",2021-04-19,9160,856273
"MN",2021-04-19,1284,557665
"MO",2021-04-19,385,584326
"MS",2021-04-19,37,309223
"MT",2021-04-19,57,107202
"NC",2021-04-19,5673,949366
"ND",2021-04-19,239,105832
"NE",2021-04-19,140,216613
"NH",2021-04-19,197,91783
"NJ",2021-04-19,2183,981036
"NM",2021-04-19,610,195478
"NV",2021-04-19,698,310933
"NY",2021-04-19,5026,2003938
"OH",2021-04-19,1632,1054807
"OK",2021-04-19,787,445650
"OR",2021-04-19,471,175592
"PA",2021-04-19,2181,1120049
"RI",2021-04-19,817,144966
"SC",2021-04-19,753,570032
"SD",2021-04-19,133,119091
"TN",2021-04-19,837,829663
"TX",2021-04-19,1201,2892539
"UT",2021-04-19,200,392957
"VA",2021-04-19,978,647111
"VT",2021-04-19,96,22112
"WA",2021-04-19,1371,386920
"WI",2021-04-19,403,651948
"WV",2021-04-19,260,149147
"WY",2021-04-19,111,57378
"AK",2021-04-20,108,65231
"AL",2021-04-20,1443,523955
"AR",2021-04-20,198,333709
"AZ",2021-04-20,702,855155
"CA",2021-04-20,2371,3784336
"CO",2021-04-20,1830,510264
"CT",2021-04-20,738,332139
"DE",2021-04-20,160,101707
"FL",2021-04-20,5645,2178783
"GA",2021-04-20,1312,1086473
"HI",2021-04-20,44,32867
"IA",2021-04-20,439,360784
"ID",2021-04-20,238,185465
"IL",2021-04-20,2587,1306787
"IN",2021-04-20,676,709455
"KS",2021-04-20,19,307416
"KY",2021-04-20,604,438147
"LA",2021-04-20,360,453711
"MA",2021-04-20,1188,675161
"MD",2021-04-20,925,437584
"ME",2021-04-20,420,57965
"MI",2021-04-20,6595,862868
"MN",2021-04-20,1185,558850
"MO",2021-04-20,657,584983
"MS",2021-04-20,362,309585
"MT",2021-04-20,177,107379
"NC",2021-04-20,1200,950566
"ND",2021-04-20,176,106008
"NE",2021-04-20,495,217108
"NH",2021-04-20,270,92053
"NJ",2021-04-20,2839,983875
"NM",2021-04-20,137,195615
"NV",2021-04-20,381,311314
"NY",2021-04-20,4576,2008514
"OH",2021-04-20,1799,1056606
"OK",2021-04-20,75,445725
"OR",2021-04-20,565,176157
"PA",2021-04-20,5172,1125221
"RI",2021-04-20,392,145358
"SC",2021-04-20,574,570606
"SD",2021-04-20,169,119260
"TN",2021-04-20,1093,830756
"TX",2021-04-20,6162,2898701
"UT",2021-04-20,315,393272
"VA",2021-04-20,1236,648347
"VT",2021-04-20,0,22112
"WA",2021-04-20,1798,388718
"WI",2021-04-20,931,652879
"WV",2021-04-20,315,149462
"WY",2021-04-20,78,57456
"AK",2021-04-21,192,65423
"AL",2021-04-21,412,524367
"AR",2021-04-21,352,334061
"AZ",2021-04-21,649,855804
"CA",2021-04-21,2602,3786938
"CO",2021-04-21,1858,512122
"CT",2021-04-21,856,332995
"DE",2021-04-21,286,101993
"FL",2021-04-21,5571,2184354
"GA",2021-04-21,1318,1087791
"HI",2021-04-21,71,32938
"IA",2021-04-21,639,361423
"ID",2021-04-21,294,185759
"IL",2021-04-21,2765,1309552
"IN",2021-04-21,1152,710607
"KS",2021-04-21,556,307972
"KY",2021-04-21,780,438927
"LA",2021-04-21,666,454377
"MA",2021-04-21,1596,676757
"MD",2021-04-21,1205,438789
"ME",2021-04-21,500,58465
"MI",2021-04-21,5973,868841
"MN",2021-04-21,1600,560450
"MO",2021-04-21,718,585701
"MS",2021-04-21,233,309818
"MT",2021-04-21,158,107537
"NC",2021-04-21,1963,952529
"ND",2021-04-21,166,106174
"NE",2021-04-21,488,217596
"NH",2021-04-21,342,92395
"NJ",2021-04-21,3475,987350
"NM",2021-04-21,168,195783
"NV",2021-04-21,436,311750
"NY",2021-04-21,4292,2012806
"OH",2021-04-21,1789,1058395
"OK",2021-04-21,238,445963
"OR",2021-04-21,977,177134
"PA",2021-04-21,4538,1129759
"RI",2021-04-21,289,145647
"SC",2021-04-21,763,571369
"SD",2021-04-21,156,119416
"TN",2021-04-21,1379,832135
"TX",2021-04-21,4862,2903563
"UT",2021-04-21,590,393862
"VA",2021-04-21,1261,649608
"VT",2021-04-21,126,22238
"WA",2021-04-21,1496,390214
"WI",2021-04-21,791,653670
"WV",2021-04-21,426,149888
"WY",2021-04-21,62,57518
"AK",2021-04-22,227,65650
"AL",2021-04-22,682,525049
"AR",2021-04-22,161,334222
"AZ",2021-04-22,647,856451
"CA",2021-04-22,2063,3789001
"CO",2021-04-22,1828,513950
"CT",2021-04-22,737,333732
"DE",2021-04-22,274,102267
"FL",2021-04-22,6684,2191038
"GA",2021-04-22,1706,1089497
"HI",2021-04-22,97,33035
"IA",2021-04-22,477,361900
"ID",2021-04-22,234,185993
"IL",2021-04-22,3170,1312722
"IN",2021-04-22,1180,711787
"KS",2021-04-22,41,308013
"KY",2021-04-22,624,439551
"LA",2021-04-22,623,455000
"MA",2021-04-22,1628,678385
"MD",2021-04-22,1203,439992
"ME",2021-04-22,403,58868
"MI",2021-04-22,5457,874298
"MN",2021-04-22,1970,562420
"MO",2021-04-22,809,586510
"MS",2021-04-22,319,310137
"MT",2021-04-22,181,107718
"NC",2021-04-22,2236,954765
"ND",2021-04-22,153,106327
"NE",2021-04-22,309,217905
"NH",2021-04-22,516,92911
"NJ",2021-04-22,3230,990580
"NM",2021-04-22,207,195990
"NV",2021-04-22,528,312278
"NY",2021-04-22,5238,2018044
"OH",2021-04-22,1724,1060119
"OK",2021-04-22,283,446246
"OR",2021-04-22,976,178110
"PA",2021-04-22,4562,1134321
"RI",2021-04-22,381,146028
"SC",2021-04-22,879,572248
"SD",2021-04-22,133,119549
"TN",2021-04-22,1842,833977
"TX",2021-04-22,3335,2906898
"UT",2021-04-22,472,394334
"VA",2021-04-22,1373,650981
"VT",2021-04-22,87,22325
"WA",2021-04-22,1625,391839
"WI",2021-04-22,840,654510
"WV",2021-04-22,400,150288
"WY",2021-04-22,95,57613
"AK",2021-04-23,147,65797
"AL",2021-04-23,428,525477
"AR",2021-04-23,236,334458
"AZ",2021-04-23,896,857347
"CA",2021-04-23,1064,3790065
"CO",2021-04-23,1657,515607
"CT",2021-04-23,1034,334766
"DE",2021-04-23,326,102593
"FL",2021-04-23,5464,2196502
"GA",2021-04-23,1842,1091339
"HI",2021-04-23,143,33178
"IA",2021-04-23,434,362334
"ID",2021-04-23,190,186183
"IL",2021-04-23,3369,1316091
"IN",2021-04-23,1071,712858
"KS",2021-04-23,457,308470
"KY",2021-04-23,598,440149
"LA",2021-04-23,541,455541
"MA",2021-04-23,1621,680006
"MD",2021-04-23,1163,441155
"ME",2021-04-23,371,59239
"MI",2021-04-23,5614,879912
"MN",2021-04-23,2164,564584
"MO",2021-04-23,838,587348
"MS",2021-04-23,212,310349
"MT",2021-04-23,155,107873
"NC",2021-04-23,2167,956932
"ND",2021-04-23,117,106444
"NE",2021-04-23,292,218197
"NH",2021-04-23,320,93231
"NJ",2021-04-23,2834,993414
"NM",2021-04-23,231,196221
"NV",2021-04-23,562,312840
"NY",2021-04-23,4847,2022891
"OH",2021-04-23,1788,1061907
"OK",2021-04-23,304,446550
"OR",2021-04-23,1010,179120
"PA",2021-04-23,4125,1138446
"RI",2021-04-23,296,146324
"SC",2021-04-23,977,573225
"SD",2021-04-23,198,119747
"TN",2021-04-23,946,834923
"TX",2021-04-23,3470,2910368
"UT",2021-04-23,344,394678
"VA",2021-04-23,1340,652321
"VT",2021-04-23,91,22416
"WA",2021-04-23,1755,393594
"WI",2021-04-23,900,655410
"WV",2021-04-23,405,150693
"WY",2021-04-23,83,57696
"AK",2021-04-24,0,65797
"AL",2021-04-24,421,525898
"AR",2021-04-24,184,334642
"AZ",2021-04-24,729,858076
"CA",2021-04-24,2343,3792408
"CO",2021-04-24,1235,516842
"CT",2021-04-24,0,334766
"DE",2021-04-24,334,102927
"FL",2021-04-24,7411,2203913
"GA",2021-04-24,1513,1092852
"HI",2021-04-24,51,33229
"IA",2021-04-24,395,362729
"ID",2021-04-24,0,186183
"IL",2021-04-24,2907,1318998
"IN",2021-04-24,1101,713959
"KS",2021-04-24,13,308483
"KY",2021-04-24,482,440631
"LA",2021-04-24,0,455541
"MA",2021-04-24,1563,681569
"MD",2021-04-24,1196,442351
"ME",2021-04-24,373,59612
"MI",2021-04-24,5200,885112
"MN",2021-04-24,2103,566687
"MO",2021-04-24,785,588133
"MS",2021-04-24,0,310349
"MT",2021-04-24,175,108048
"NC",2021-04-24,0,956932
"ND",2021-04-24,50,106494
"NE",2021-04-24,383,218580
"NH",2021-04-24,311,93542
"NJ",2021-04-24,2783,996197
"NM",2021-04-24,0,196221
"NV",2021-04-24,0,312840
"NY",2021-04-24,4138,2027029
"OH",2021-04-24,1526,1063433
